index,comment,additional_cost,functional_complaint,compatibility_issue,crashing,feature_removal,feature_request,network_problem,privacy_and_ethical_issue,resource_heavy,response_time,user_interface,safety,installation_issue,traffic_wasting,content,update_issue,other
216,大家用【安智市场】or【豌豆荚】下载历史版本。我就是更新坏了，重下的。。希望有所帮助……简笔画丶留,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
217,用了这个软件才知道，优酷技术团队大量外逃。快播被官方剿灭了，优酷却自杀了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,哎呦我去，人家都是越来越好，优酷你到底咋啦，病了去医院。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,为什么现在这些视屏播放器越来越垃圾，好多视屏都看不到，要不就卡死！,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
220,不更新就好了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
221,狗屎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,烂，搞得手机卡卡的,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223,掉渣啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224,优酷堕落了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,加载完广告就请重试，失望,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,逗我啊？下了几次 每次广告放完就请重试,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,为撒子，优酷君也不知道怎么了？叫你晚上少办点事不信。现在出事了吧！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,烂货,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,经常闪,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,难怪，我以为就我一人是画面一卡一卡的。我手机HTCG10 去安卓市场下了旧版本后再试试,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,现在图标什么意思？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232,用得最好的是快播     没广告  看电影都不用钱     还能        唉      这tmd都没法比    看完广告了就卡   看完了广告就卡  md   下载了   在无线网下看  还要广告    草,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,什么鸡巴玩意儿,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,他妈的   怎么有两个图标啊  下次更新要把一个图标弄掉啊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,这两图标，我是真心真心受不了，在不更新就果断卸载,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,你妈的两个图标,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,为毛要弄两个图标，你脑子进水了，还是被驴踢了，要不被门板夹了！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,能不能不要老是钱钱钱？资源虽然很多但是大片都要花钱看我看你是没得救了至少给我们这些老用户点福利咯！！,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,怎么回事    总是闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,更新过后一打开就停止运行  坑爹呢,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
241,更毛啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
242,没法在线看了。。唉只能缓存，老说服务器故障,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,太渣！很多视频都没有！真是垃圾！还那么卡。。。,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
244,不但不升级就不能用，升级后很多本地视频还播放不了了！！太讨厌了！！！,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
245,无法原谅你的渣画质！画质渣就不要有那么多广告可以吗！还有别那么多标题党骗点击可以吗？药店碧莲可以吗,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
246,不好，是那种强制升级的，不升级就会退出，太差了,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,优酷你真可怜  不过活该……,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,弱爆了卡卡死了还出来丢人,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,差劲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250,定局你妈逼就你鸡巴大！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251,烂东西。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,垃圾！！！差！！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,你妈，坑爹软件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,一点都没爱奇艺好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,太差了，大家千万别用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,烂！！渣！！和渣一路货色,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,给你一颗星都闲多。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,真是超级超级垃圾的又卡，本来我在看着的，忽然就跳出土豆性侵优酷的画面，真是吓尿我了，所以劝告大家不要下载！,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
259,渣画质怎么好意思打上高清两个字，可以实在点吗，连下载好的视频每次打开都要播广告，负分滚,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,太差了这软件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
261,很烂哪 下载后还死机了,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262,什么破东西啊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,广告时间真tm长啊，完全是在看广告啊,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,果断的，什么玩意，垃圾，死卡！！还占内存！要下就下爱奇艺！！！绝对比这个好,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
265,这样的破东西再有人用就真心是不长眼了吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,土豆性侵优酷长达七年,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,差评！不想说那么垃圾啊！用过之后三观都不正了。还是爱奇艺好用啊→_→,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268,太垃圾了果断卸载!搜索栏里都是什么破玩意儿!推荐大家爱奇艺，绝对的业良!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,不行勒，差死了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,垃圾垃圾垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,不高清，缓存还慢！优酷怎么越做越差！,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
272,垃圾的没话说，广告长,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,不穿假消息会死吗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,優酷性侵土豆長發7年 優酷土豆共創新快播時代 好走不送,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,太逗比了 没想到智商如此之捉急！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,最不能忍的就是我刚才在微博上居然刷到土豆和优酷通奸的东西，支持国家来扫黄打非！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,垃圾 卡死 最好不要用！！！！,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,垃圾垃圾，死都不要下,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,差劲,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,垃圾，再见！！！永生不用??,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,卧槽什么个东西，缓存又缓存不了，慢的要死，看个小视频都用了我几百兆流量,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,垃圾垃圾垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,不能更差,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,垃圾垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,给你一颗星算给面子,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,垃圾东西，真搞不懂电影为什么搞垄断，我去土豆搜，土豆说这里能看，我来这里，这里说土豆能看，总之很垃圾！！！？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,坑爹的广告,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,优酷越来越无耻了。不更新最新版本就不让看视频，店大欺客。呵呵,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,MD广告看的好好的  插播一段电视剧,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
291,"希望能送夜间流量.不伦手机电脑都能用赠流量4至6G .希望不伦什么上网条件都能用赠流量.如再多点动漫视频资源更多.能讲汉语更棒.如日本的动漫.哆啦A梦最新集及电影

充会员.希望能看更多未上市影片.动漫也是.这样才值",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
292,天天闪退，,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
293,垃圾，看个电影非得下载客户端，不然不给看，谁尼玛规定非得这样的，郁闷,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,用手机优酷看视频还有40多秒的广告，你是想钱想疯了吧,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,垃圾优酷，越来越差，卸载了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
296,我下午还看电视剧，刚才打开结果不能看，显示我“”网络不给力”，我用手机助手下了个软件我的网没问题，但再打开还是不能看,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
298,垃圾，最近几个月都放不出视频,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,不知怎么的，总是连界服务器失败,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,缓存完的，是黑屏只有声音，太坑坑啦！！！！！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,什么都齐全  就是资源不够多。一直都用的这个。凑活吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,许多电视剧，影片都找不到。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,有时会莫名其妙卡死,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
304,差差差差！！以前的优酷绝对好评！！！更新以后居然以前缓存的视频都不能看了！！！只有声音！！！！可怜我那100多个视频了！！我的踢踢啊！！！千万别下！！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
305,还行！虽说资源少，但其它播放器看起来也不怎么样，甚至比优酷还少……,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,"tm ,我安装了，却打不开，就这是这种情况",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,太卡了，下载的东西一下子多了20多M,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
308,快本2014的也没有，爱4也没有，来自星星的你也没有，真的是无语了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,在这花钱可以 但是的叫我花的直 可是在这要是花钱 觉得大头,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310,13年的一直强行关闭还弹出去，14年的3秒卡一次，还强行关闭，一直弹出去!前往不要下!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
311,什么乱七八糟哒！想找部剧还得去其他网看，讽不讽刺啊，自己开视频网的，视频还不齐！搞没搞错！居然还有会员专区！搞没搞错！我们不想去影院看就是为了图个方便，你们还就知道钱！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312,更新后总是停止,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
313,看电影必须一气看完，不能快进或快退，否则就永远加载不上了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,便是越来越卡了 缓冲要好久,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
315,越更新越不行,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
316,快点换版本吧,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
317,烂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,闪退- -,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,闪退太严重了，什么逼玩意,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,真的是一分也不想给 太垃圾了 没有缓存 通知栏还通知缓存 缓存慢 缓存一个没一个 广告有多又长 太垃圾了,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
321,3.5版不好看着自己退出,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,就是个屎，刚缓存完的电视剧，拿到其他地方就没有了！直接卸载！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,现在的播放器忽悠你没商量，升级就是让你被广告逼疯。,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
324,为毛缓存不了视频了，坑爹,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,片子少T^T火影都不能看，但是下载速度蛮快的,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
326,尼玛，广告日本车，马上卸载,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327,为什么我的今天打不开，卸载了，重新装也一样,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328,真TMD不要脸，手机视频居然都有广告，草，妈蛋的老是后台启动，去你娘的优酷，删了,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
329,时好时坏，不稳定！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,为什么不是旧优酷呢？？？？？我想旧的优酷，越更新越垃圾。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331,没钱的玩不起，差得手机伤不起,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,经常闪退·····,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,更新过看视频超卡，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,原来挺好用的，怎么现在越变越烂呢。失望,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
335,无法直视，点了一次续播跳次广告，然后点历史又跳次广告，哥没那么多流量用你，丫的！广告还是加载的十五秒播完视频却不缓存,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,不是“自动升级”而是“强制升级”！！垃圾软件！！！！,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,现在不敢更新。用的还是旧版。新版根本不能使用。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
338,还是2.6好用，简洁流畅，就是优酷已经放弃旧版本了，资源都不更新了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
339,手贱更新了，打开视频立刻自动退出,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
340,更新后垃圾的要命！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
341,更新后   一直重试 尼玛,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
342,好讨厌，你好坏,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,为什么老是好重试,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,为神马给差评就评不了了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
345,尼玛搞神马啊都看不了了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
346,唉，越更新越烂啊，就不能好一点吗,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,升级新版后经常出现卡顿现象非常不爽,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
348,草你妹实在受不了了为什么新版本无限崩溃还不fix啊，一个20分钟视频崩溃100次啊你大爷啊！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
349,看了一会儿视频  机子差点卡爆啦  而且还很烫 。 推荐使用别的播放器。,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,经常闪退,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,麻痹的，这垃圾软件垃圾得，动画少，还一卡一卡的，卡就不说啦，还自动退出，退出也就算了 ，还木有记忆播放。以前的优酷还可以，现在的，渣渣都不是。至于那些说好的人，大概是没用过,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
352,秒退，顿卡，要不是资源还可以定删无疑。,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
353,看不了- -,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
354,有很多视频没有。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
355,越更新越无语，老是无缘无故退出播放，有时还有残影,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
356,什么LJ玩意,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,还好,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,为什么总是登陆不了啊！！,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,千万别更新啊！！！闪退得超级厉害！！！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
360,"有个人是有毛病么，那么多人都说不行了，他硬要说好，那难道那么多人的手机都是烂的么？
我觉得这个看起来不错，不知道比不比百度好啊",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,我觉得优酷不错，不过有一个缺点就是电影和电视剧都不够全面,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,卧槽，，，永远都是  ‘网络不给力 ’ 这句话 。 坑流量的吧····,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
363,片源一般般，还好！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,靠，升级完怎么不支持缓存了？！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
365,打不开，闪退！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
366,一星都不想给，不用优酷了，强行删掉。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
367,看啥没啥，看个TBBT木有，看个全职猎人木有，留你何用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
368,不好，老是没网络,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,有些电影都看不了！真是的？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
370,有时候显示视频在缓存列表中却播放不起来，而且明明在3g显示禁止缓存和播放，却不知道怎么跑了148M流量，有些莫名其妙的，,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,拍拍良心说话行不,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,想看黄家驹都看不起,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
373,搜索好搜吗？无论输入人名还是片名，搜出来的都是乱七八糟的东西，想看的找不到。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,没有本地视频，自己手机里的视频不知道从哪里下叉子，果断卸载。换了暴风影音，终于可以看自己的手机里的视频了！垃圾优酷！,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
375,越更新越垃圾，老是强制关闭，看一会儿又强退，以前那个挺好的，为嘛越来越烂,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
376,妈的！垃圾！！,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
377,坑逼的破软件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
378,怎么使不了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
379,真差劲儿，搞得连应用都不能安装了，还卸载不了。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
380,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,一直都用360，可是越更新越烂，都是广告，还卸载不了，本来挺好的一个软件，怎么越来越烂了呢？,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
382,下载了都打开不了，无奈,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,一直很喜欢用这软件，更新之后在手机软件里完全找不到360卫士，商城显示已安装，点击［打开］开不了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,为什么打不开,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,不如不更新。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,内存超级大，广告也变多了。受不了。本来是360忠实粉丝的，现在。。。,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
387,超强模式为什么不能用了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,用着用着就不能登陆帐户了，摇金币不行了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,现在无法用超强模式了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,说实话，好用是没错。那为什么我只给一星，因为360的内存越变越大，,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,怎么搞的，突然就没有了？下载都不显示了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,每次体检，不能root，不要嘛，烦人啊，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
393,现在一点儿也不好用，来短信总是他先显示短信图标，把手机自带的短信声音屏蔽。真心想卸掉,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,不错,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
395,骚扰拦截根本就是个摆设，被人标记成千上百次的都是放行不拦截的。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,加速球和后台管理权限一样关不了后台运行的软件，超强模式根本更新不了,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,没法显示手机电量百分比？,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,没安装包管理，垃圾,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,6.50隐私保护没有以前5.50好用了，,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400,我安装的为什么老是停止运行？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,抢毛红包，一个没有抢到，下载应用返回现金，我下载3个应用，根本就是骗人，全是托，不给星,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402,请问是我下载kingroot不好，还是360卫士太怂，360卫士现在都瘫痪了，我只知道360超级root太怂了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,怎么抢，我都没看到再哪里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
404,不知道是不是防卸载的问题，手机软件根本卸载不了，新版本也没办法安装，想卸载360，也不行，只能重置手机了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,360app真的好差，只从下载了360卫士，手机变得比以前卡，360卫士打开经常会卡主，停止运行。,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
406,root没法开启超强模式，拦截要接收的短信。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,360的流量兑换不了，骗人的。花了我20M的流量摇到了70M，结果无法兑换。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,我还在用老版本，希望能把锁屏断网功能回复最好了。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
409,有广告呀,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410,360手机卫士还不如旧版，以前定位准，每次都能定位到，现在的定位十次能出来一次，就是故意收费,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
411,更新了之后就老是闪退，360一重启然后我本来打开的软件都给我逼退了，好烦。,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
412,经常恢复原设置，我的输入法一天重设N次，游戏突然变成打开就闪退，这是逼我们删除360？,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,现在的卫士，骚扰拦截，就是摆设，没有按地区拦截了，而且，开启白名单，联系人竟然为空，都不想用了,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,把我所有的来电全部拦截了,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,垃圾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
416,为什么我的经常自动退出？三星a7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,垃圾软件，手机号码还他妈被泄露了！！！他妈的还拦截不了骚扰电话，每天都能接到4-5个骚扰电话，垃圾到不能再垃圾了，简直是傻逼设计的猪软件！,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418,目前只能继续5.5怀旧版。。。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
